timestamp,open,high,low,close,volume
2025-01-17 09:15:00,22000.0,22030.14052899313,21994.56242270853,22011.370648800836,1008301
2025-01-17 09:20:00,22011.370648800836,22063.827180224493,21896.77113528823,22008.742872777573,2102210
2025-01-17 09:25:00,22008.742872777573,22054.663089418827,21975.420567432,22023.570468276714,4958478
2025-01-17 09:30:00,22023.570468276714,22099.001093722334,21996.0433518406,22057.86867245493,4767571
2025-01-17 09:35:00,22057.86867245493,22065.45144848102,22052.86307982162,22053.101977684004,2274861
2025-01-17 09:40:00,22053.101977684004,22094.383104336404,22012.36382175028,22048.33999998952,2207065
2025-01-17 09:45:00,22048.33999998952,22119.66600126127,22021.764139906507,22083.90577733879,2935254
2025-01-17 09:50:00,22083.90577733879,22115.593396449363,22053.110271438723,22101.453418408077,3129897
2025-01-17 09:55:00,22101.453418408077,22143.10742760489,22081.725319378864,22091.436107218542,2585110
2025-01-17 10:00:00,22091.436107218542,22227.128794775694,22046.88400105158,22103.96937153824,7489389
2025-01-17 10:05:00,22103.96937153824,22147.35430098985,22029.47867792822,22094.09236438461,2322568
2025-01-17 10:10:00,22094.09236438461,22145.788572922447,22041.011288202793,22084.171731205526,6805445
2025-01-17 10:15:00,22084.171731205526,22123.89800279447,22048.212863336834,22089.999900699986,4004645
2025-01-17 10:20:00,22089.999900699986,22190.47309025785,22020.642121298624,22047.931971872098,5441659
2025-01-17 10:25:00,22047.931971872098,22057.369403539367,21997.808347786708,22010.072022496064,1548108
2025-01-17 10:30:00,22010.072022496064,22012.162479459854,21967.853316556208,21998.03254611668,5465660
2025-01-17 10:35:00,21998.03254611668,22040.244819621454,21970.550683034755,21976.015107474526,5369801
2025-01-17 10:40:00,21976.015107474526,22052.238753165035,21938.274634380683,21983.42608310731,2343096
2025-01-17 10:45:00,21983.42608310731,22005.404472766604,21922.464372817696,21963.75269292261,4995104
2025-01-17 10:50:00,21963.75269292261,21997.731263651433,21830.646096369586,21932.94061621733,1559762
2025-01-17 10:55:00,21932.94061621733,22009.499166299236,21928.798335547646,21965.838754209446,2578416
2025-01-17 11:00:00,21965.838754209446,21979.3319357088,21950.832046514635,21961.276343501526,5859355
2025-01-17 11:05:00,21961.276343501526,21965.15727390307,21936.583528039224,21963.21545441644,2984710
2025-01-17 11:10:00,21963.21545441644,21999.715368891844,21924.11382905302,21932.139348857927,2864442
2025-01-17 11:15:00,21932.139348857927,21956.11904071991,21894.900147124208,21920.542992984225,6598014
2025-01-17 11:20:00,21920.542992984225,21935.033373666796,21879.950292576323,21923.436737277832,1230899
2025-01-17 11:30:00,21898.468458734773,21914.211917637345,21866.27190390906,21907.204147048345,3162845
2025-01-17 11:35:00,21907.204147048345,21931.317791475718,21822.666923116383,21894.391800413912,2194861
2025-01-17 11:40:00,21894.391800413912,21900.091344265944,21849.883029383247,21888.400197947987,6498448
2025-01-17 11:45:00,21888.400197947987,21889.11950775708,21862.78861278157,21875.58336109678,2073951
2025-01-17 11:50:00,21875.58336109678,21956.21772397896,21861.490523522287,21916.85807607429,2086995
2025-01-17 11:55:00,21916.85807607429,21944.646961529295,21822.64577298173,21917.001738261522,949675
2025-01-17 12:00:00,21917.001738261522,21933.222105646517,21828.019205415414,21894.106125694947,5696569
2025-01-17 12:05:00,21894.106125694947,21949.595747490686,21795.993278942664,21912.69982937299,2772720
2025-01-17 12:10:00,21912.69982937299,21928.0905312748,21825.769786029676,21886.20129133648,2775161
2025-01-17 12:15:00,21886.20129133648,21901.85796679641,21846.398776495127,21891.251298425075,2938444
2025-01-17 12:20:00,21891.251298425075,21894.879820752587,21785.619045861265,21848.512706614376,5936493
2025-01-17 12:25:00,21848.512706614376,21866.933688687837,21802.043933696958,21819.70095933004,7322270
2025-01-17 12:35:00,21824.47665024778,21898.179045275996,21801.986717692456,21841.176187456327,2593553
2025-01-17 12:40:00,21841.176187456327,21857.8644321388,21776.484320755462,21845.391318259062,1853188
2025-01-17 12:45:00,21845.391318259062,21892.109842192862,21820.20345161638,21843.285788136807,2923137
2025-01-17 12:50:00,21843.285788136807,21855.03898882264,21833.69293653492,21837.103110172677,3123518
2025-01-17 14:10:00,21799.70225827234,21833.215307159368,21776.123347881447,21821.56522357201,1405657
2025-01-17 14:50:00,21805.551140148396,21895.612237012887,21764.02251152769,21828.045425748856,2610920
2025-01-17 15:00:00,21836.441086006147,21904.88577580786,21813.485214507742,21822.69586429059,6440848
2025-01-17 15:05:00,21822.69586429059,21846.284295569352,21812.851655872008,21831.08020985868,2137149
2025-01-17 15:15:00,21865.35318245715,21928.44919002698,21859.93876064022,21865.004471854656,2532867
2025-01-17 15:20:00,21865.004471854656,21934.284023910677,21848.601767509514,21899.921852519503,1609845
2025-01-17 15:25:00,21899.921852519503,21924.69990321495,21808.663930226245,21842.615060356507,5007232
2025-01-20 09:15:00,21842.615060356507,21889.314414519282,21820.167634748395,21861.190630308993,3724967
2025-01-20 09:20:00,21861.190630308993,21880.60102265909,21824.28741007996,21863.55334729585,1192261
2025-01-20 09:25:00,21863.55334729585,21884.462154125675,21821.63302300883,21857.400880712907,3250516
2025-01-20 09:30:00,21857.400880712907,21861.33275276046,21814.714410767283,21859.863695275104,7505351
2025-01-20 09:45:00,21812.18251748348,21848.20099531403,21810.455226514987,21820.47561383305,2470498
2025-01-20 09:50:00,21820.47561383305,21895.54475727929,21791.647303690588,21853.43323250216,5299339
2025-01-20 09:55:00,21853.43323250216,21957.62213331566,21828.380422739883,21842.456284047686,6308842
2025-01-20 10:00:00,21842.456284047686,21850.361753628367,21813.532342747392,21825.102649805904,3152275
2025-01-20 10:15:00,21835.078573583312,21852.70237508275,21831.473684466528,21842.754786207843,4282449
2025-01-20 10:20:00,21842.754786207843,21874.80370560585,21793.865341522254,21831.540416863503,5267160
2025-01-20 10:25:00,21831.540416863503,21886.83969883203,21823.52330525339,21843.26940004905,4019023
2025-01-20 10:30:00,21843.26940004905,21851.057671343526,21822.99666875783,21845.844845914882,3141378
2025-01-20 10:35:00,21845.844845914882,21936.472378453214,21786.321446561094,21867.592335395286,3127137
2025-01-20 10:40:00,21867.592335395286,21910.470914096102,21796.721748188585,21852.581470083394,2737639
2025-01-20 10:45:00,21852.581470083394,21885.348859184505,21807.422617867305,21845.813649049225,3993328
2025-01-20 10:50:00,21845.813649049225,21882.818390887278,21836.811118804755,21837.633973984844,2991655
2025-01-20 13:00:00,21843.13402424135,21861.156963895908,21815.150335033548,21860.982020939722,6064100
2025-01-20 13:05:00,21860.982020939722,21892.18843805076,21838.434632995923,21841.40832938391,5131831
2025-01-20 13:10:00,21841.40832938391,21906.87316225394,21835.689934099166,21872.73522055875,2571451
