entry_time,exit_time,entry_price,exit_price,position,regime,pnl,pnl_pct,duration_minutes,avg_iv,iv_spread,pcr_oi,call_delta,call_gamma,futures_basis,atr,ema_diff_pct
2025-10-01 10:50:00,2025-10-01 12:15:00,28709.680457706163,28757.936096296296,SHORT,-1,-48.25563859013346,-0.16808141999776535,85,0.1186,-0.0034,1.0419996823195323,0.5716625632932897,0.0004222322408561,0.0054059475067697,125.92016547481995,-0.0211276270013287
2025-10-02 09:15:00,2025-10-02 09:45:00,28509.92965040556,28543.954389499788,SHORT,-1,-34.0247390942277,-0.11934346914021125,30,0.1289,-0.0179999999999999,0.8788094753908123,0.5703418299029551,0.0004148015205206,0.0048210088557733,111.12492511350372,-0.0078905135163239
2025-10-02 09:50:00,2025-10-02 10:05:00,28521.40706961236,28569.8035186255,SHORT,-1,-48.39644901314023,-0.16968464737738478,15,0.12225,-0.0056999999999999,0.985453186964768,0.574334564040883,0.0004232253994192,0.0042951611980209,115.8464280285308,-0.0013284600007451
2025-10-06 15:20:00,2025-10-07 09:45:00,29248.18270107923,29342.87981773888,SHORT,-1,-94.69711665965224,-0.32377094203585516,1105,0.1078,-0.0054,1.046584160058396,0.5659550174890509,0.0005099189239825,0.0038054503107152,105.95041078061278,-0.030581571867577
2025-10-07 12:30:00,2025-10-07 14:00:00,29250.070783716084,29273.94199031947,SHORT,-1,-23.871206603384053,-0.0816107652521425,90,0.1296999999999999,-0.0078,1.0396605391224314,0.5566072546497766,0.0004371555668331,0.0036845241393624,124.93953508745004,-0.0093191838781543
2025-10-13 09:20:00,2025-10-13 10:45:00,29681.066301347524,29654.41437093677,SHORT,-1,26.651930410753266,0.08979438319418889,85,0.12685,-0.0104999999999999,1.1628450241916577,0.5396683088934103,0.0005253265836931,0.0029589616818527,104.1663114167386,-0.0098359426971194
2025-10-13 12:35:00,2025-10-13 13:25:00,29582.08698566589,29690.9188569239,SHORT,-1,-108.83187125801123,-0.3678978812777683,50,0.12385,-0.0219,1.1302505747367757,0.5425063106057009,0.0005672823138736,0.002069586155799,114.1434955968624,-0.0470908486871176
2025-10-14 14:00:00,2025-10-14 14:10:00,29781.692304211523,29825.964287702376,SHORT,-1,-44.27198349085302,-0.14865502953501528,10,0.12495,-0.0009,1.0606702022534982,0.537488600727756,0.0005284075217928,0.0025058037773616,137.82427302638305,-0.0104365529051376
2025-10-24 14:45:00,2025-10-27 09:40:00,30661.60954484341,30638.23314800047,LONG,1,-23.376396842941176,-0.07623995344651618,4015,0.12535,-0.0073,1.1537267114419985,0.5383274355080766,0.0009092336897195,0.0013122828820718,143.11143227667188,0.0060181068367365
2025-11-06 09:15:00,2025-11-06 10:10:00,30487.39187620219,30543.489566965345,SHORT,-1,-56.0976907631557,-0.18400291829142773,55,0.10685,0.0029,1.0570503308602366,0.5560785054131331,0.0004987454275657,0.003991197747849,106.37279453823352,-0.0422063851329237
2025-11-06 13:20:00,2025-11-06 15:20:00,30429.81083836325,30345.21693695108,SHORT,-1,84.59390141216863,0.2779968034028001,120,0.11535,-0.0008999999999999,1.050022677004228,0.5482380204423088,0.0004838735374549,0.0027704300485686,127.32882831476776,-0.0041749548728822
2025-11-13 12:30:00,2025-11-13 13:15:00,31264.88362390072,31348.19036777172,SHORT,-1,-83.30674387099862,-0.2664546744300498,45,0.0756999999999999,-0.0041999999999999,1.0713172504289896,0.5823453815520374,0.0008990106094683,0.0018199199187141,115.80952651828244,-0.0040514837039273
2025-11-14 14:20:00,2025-11-14 14:40:00,31525.353389606364,31550.105322931147,SHORT,-1,-24.75193332478375,-0.07851437228597173,20,0.12985,0.0002999999999999,1.1629228136470915,0.5276210579680571,0.000535574607944,0.0027900904699303,119.8690282097263,-0.0013692216093425
2025-11-17 15:25:00,2025-11-18 09:40:00,31775.265719687384,31852.70501243801,SHORT,-1,-77.43929275062692,-0.2437093474961782,1095,0.11355,0.0035,1.1243321025555009,0.5217710678400073,0.0006924197007567,0.0006902440233524,135.03858668928973,-0.0143537546090709
2025-11-18 14:25:00,2025-11-18 15:15:00,31660.7847822886,31672.6102139882,SHORT,-1,-11.825431699598994,-0.03735040612832274,50,0.10515,-0.0111,1.1111692534029325,0.5505671966603725,0.0008476623789966,0.0013919105434067,123.26492073441504,-0.0049499244694528
2025-11-21 13:55:00,2025-11-21 14:30:00,31811.513519239244,31786.27278195232,LONG,1,-25.24073728692383,-0.07934466013903588,35,0.1190499999999999,-0.0186999999999999,1.083659896679917,0.5414008631255341,0.0009714792243445,0.0011267403582644,147.49124947963122,0.0067295676184922
2025-11-21 15:10:00,2025-11-24 10:20:00,31813.59079890381,31814.477322385537,LONG,1,0.886523481727636,0.002786618735783144,4030,0.11965,-0.0023,1.1127301330493211,0.5405989626232819,0.000899464004253,0.0003561905470749,123.1919216232735,0.0052576042871867
2025-11-24 13:55:00,2025-11-25 11:05:00,31914.36022743685,32113.12581468704,LONG,1,198.76558725018913,0.622809248982876,1270,0.1474,-0.0044,1.0686993998621153,0.532034315015147,0.0011592726876793,0.0005874828876466,135.88623973659975,0.003731352761919
2025-11-28 13:00:00,2025-11-28 13:05:00,32555.18195896524,32592.359019416697,SHORT,-1,-37.17706045145678,-0.11419705931398962,5,0.11935,-0.0147,0.9941935578859028,0.5695253364431725,0.0004037094637053,0.00383419367152,113.46053061299088,-0.0041408776366201
2025-12-02 14:45:00,2025-12-03 12:35:00,32730.03110223376,32591.18588504503,SHORT,-1,138.8452171887293,0.42421352046699823,1310,0.1101,0.0,1.0434477508735716,0.554046563673754,0.0004467879561815,0.0036551189480957,135.78714467538444,-0.0695634198023779
